ville,date,temperature,humidite,vitessevent
FES,2021-02-17T13:00:00,20.413498,26,4.1046314
FES,2021-02-17T14:00:00,22.363499,26,9.504272
FES,2021-02-17T15:00:00,23.263498,27,9.290511
FES,2021-02-17T16:00:00,23.603498,27,8.209263
FES,2021-02-17T17:00:00,23.533499,29,7.5685663
FES,2021-02-17T18:00:00,22.543499,35,8.766573
FES,2021-02-17T19:00:00,20.103498,45,11.525623
FES,2021-02-17T20:00:00,18.193499,52,11.681987
FES,2021-02-17T21:00:00,17.093498,62,10.041354
FES,2021-02-17T22:00:00,16.333498,63,9
FES,2021-02-17T23:00:00,15.653498,66,7.9932976
